id,name
909,E 161 St & Park Ave
910,3 Ave & E 82 St
911,10 Ave & W 14 St
912,W 15 St & 7 Ave
913,2 Ave & E 29 St
914,W 35 St & 9 Ave
915,W 116 St & Broadway
916,E 33 St & 5 Ave
917,Garfield Pl & 8 Ave
918,Rutgers St & Henry St
919,Franklin Ave & Myrtle Ave
920,9 Ave & W 22 St
921,E 97 St & Madison Ave
922,E 11 St & 3 Ave
923,Somers St & Rockaway Ave
924,Old Broadway & W 133 St
925,Douglass St & 3 Ave
926,Adam Clayton Powell Blvd & W 132 St
927,57 St & 4 Ave
928,69 St & 38 Ave
929,Sterling Pl & New York Ave
930,W 16 St & The High Line
931,14 St & 7 Ave
932,24 St & 5 Ave
933,Bus Slip & State St
934,Concord St & Bridge St
935,Wyckoff Ave & Stanhope St
936,Gold St & Frankfort St
937,W 129 St & Convent Ave
938,Pearl St & York St
939,36 Ave & 31 St
940,Brooklyn Bridge Park - Pier 2
941,81 St & 34 Ave
942,Madison St & Woodward Ave
943,Southern Blvd & E 174 St
944,Sterling St & Bedford Ave
945,3 Ave & E 81 St
946,21 St & 38 Ave
947,Stanton St & Mangin St
948,Ave D & E 12 St
949,E 67 St & Park Ave
950,Hanson Pl & Ashland Pl
951,E Fordham Rd & Webster Ave
952,Fort Washington Ave & W 173 St
953,Throop Ave & Myrtle Ave
954,Centre St & Seneca Ave
955,Morningside Ave & W 123 St
956,Douglass St & 4 Ave
957,Pacific St & Troy Ave
958,Eldert St & Bushwick Ave
959,Grand Concourse & E 192 St
960,River Ave & E 153 St
961,47 Ave & 48 St
962,40 Ave & Crescent St
963,111 St & 49 Ave
964,29 St & 40 Ave
965,E 85 St & 3 Ave
966,E 56 St & 3 Ave
967,Union Ave & Wallabout St
968,Greenpoint Ave & West St
969,W 55 St & 6 Ave
970,Amsterdam Ave & W 131 St
971,W 87 St & West End Ave
972,W 84 St & Columbus Ave
973,Broadway & Berry St
974,India St Pier
975,Marcus Garvey Blvd & Macon St
976,Powers St & Olive St
977,Stockholm St & Wilson Ave
978,Prospect Park W & 20 St
979,34 Ave & 74 St
980,31 Ave & 34 St
981,Park Ave & Marcy Ave
982,W 116 St & Amsterdam Ave
983,Edgecombe Ave & W 141 St
984,Catalpa Ave & Woodward Ave
985,E 76 St & Park Ave
986,43 Ave & 47 St
987,W 100 St & Broadway
988,E 170 St & Webster Ave
989,48 Ave & 41 St
990,Nassau Ave & Russell St
991,53 St & Flushing Ave
992,Greenpoint Ave & Monitor St
993,Putnam Ave & Nostrand Ave
994,Broadway & 12 St
995,Steinway St & 23 Ave
996,42 Pl & Northern Blvd
997,25 Ave & 85 St
998,71 St & 37 Ave
999,48 St & 37 Ave
1000,E 188 St & Creston Ave
1001,20 Ave & Shore Blvd
1002,3 Ave & E 169 St
1003,E 189 St & Bathgate Ave
1004,2 Ave & 32 St
1005,2 Ave & 36 St
1006,Bergen St & Vanderbilt Ave
1007,E 7 St & Ave A
1008,Willoughby Ave & Wyckoff Ave
1009,Greenpoint Ave & Manhattan Ave
1010,8 Ave & W 31 St
1011,Pleasant Ave & E 116 St
1012,W 17 St & 8 Ave
1013,Driggs Ave & S 2 St
1014,Knickerbocker Ave & Thames St
1015,Broadway & Whipple St
1016,Broadway & Morris St
1017,Van Dam St & Meeker Ave
1018,Devoe St & Lorimer St
1019,W 33 St & 10 Ave
1020,Monroe St & Classon Ave
1021,5 Ave & 37 St
1022,Van Brunt St & Wolcott St
1023,St Marks Pl & 4 Ave
1024,Bedford Ave & S 9 St
1025,Icahn Stadium Plaza
1026,92 St & 35 Ave
1027,Fulton St & Irving Pl
1028,46 St & 6 Ave
1029,Fulton St & Broadway
1030,W 160 St & St Nicholas Ave
1031,Lenox Rd & E 43 St
1032,W 104 St & Amsterdam Ave
1033,Wilson Ave & Moffat St
1034,Charlotte St & Boston Rd
1035,West Thames St
1036,W 171 St & St Nicholas Ave
1037,2 Ave & E 125 St
1038,9 Ave & W 33 St
1039,St Nicholas Ave & W 134 St
1040,Riverside Dr & W 138 St
1041,W 21 St & 6 Ave
1042,Leonard St & Nassau Ave
1043,41 Ave & 80 St
1044,Dean St & Rockaway Ave
1045,7 Ave & Park Pl
1046,E 47 St & 2 Ave
1047,E 30 St & Park Ave S
1048,E 51 St & 2 Ave
1049,E 89 St & York Ave
1050,27 Ave & 3 St
1051,Washington St & Laight St
1052,87 St & 30 Ave
1053,Amsterdam Ave & W 172 St
1054,Henry St & Grand St
1055,Dahill Rd & 12 Ave
1056,93 St & Roosevelt Ave
1057,Pike St & Monroe St
1058,Broadway & W 168 St
1059,Eastern Pkwy & Brooklyn Ave
1060,Longwood Ave & Southern Blvd
1061,Fresh Pond Rd & Eliot Ave
1062,6 Ave & W 45 St
1063,Halsey St & Tompkins Ave
1064,E 39 St & Lexington Ave
1065,E 26 St & 3 Ave
1066,5 Ave & 3 St
1067,1 Ave & E 6 St
1068,W 47 St & 9 Ave
1069,Lafayette St & E 8 St
1070,Laight St & Hudson St
1071,West Drive & Prospect Park West
1072,61 St & Woodside Ave
1073,Carroll St & Columbia St
1074,Chauncey St & Malcolm X Blvd
1075,Henry St & W 9 St
1076,E 114 St & 1 Ave
1077,69 St & 43 Ave
1078,Case St & 94 St
1079,57 St & 7 Ave
1080,S 4 St & Rodney St
1081,Crown St & Rogers Ave
1082,30 Ave & 47 St
1083,W 11 St & 6 Ave
1084,32 Ave & 77 St
1085,DeKalb Ave & Vanderbilt Ave
1086,Windsor Pl & Howard Pl
1087,Peck Slip & South St
1088,2 Ave & 37 St
1089,Harrison Pl & Porter Ave
1090,Adam Clayton Powell Blvd & W 123 St
1091,Wakeman Pl & Ridge Blvd
1092,Riverside Dr & W 148 St
1093,Kingston Ave & Carroll St
1094,Grand Ave & W 181 St
1095,Beverley Rd & E 49 St
1096,Lafayette Ave & Stuyvesant Ave
1097,Ralph Ave & Fulton St
1098,34 Ave & 21 St
1099,Norman St & Wyckoff Ave
1100,Madison Ave & E 120 St
1101,37 St & 24 Ave
1102,Woodside Ave & 69 St
1103,44 St & 3 Ave
1104,Townsend Ave & E 175 St
1105,Grand Concourse & E 175 St
1106,Washington Ave & E 167 St
1107,St Ann's Ave & Bruckner Blvd
1108,Railroad Ave & Kay Ave
1109,Humboldt St & Varet St
1110,River Ter & Warren St
1111,Walton Ave & E 168 St
1112,W 30 St & 10 Ave
1113,Willoughby St & Fleet St
1114,W 63 St & Broadway
1115,Herkimer St & New York Ave
1116,Carmine St & 6 Ave
1117,W 238 St & Tibbett Ave
1118,Sands St Gate
1119,Montague St & Clinton St
1120,Southern Blvd & E 142 St
1121,Ditmars Blvd & 43 St
1122,Ave D & E 3 St
1123,Woodward Ave & Harman St
1124,5 Av & W 139 St
1125,30 Ave & 12 St
1126,Park Pl & Thomas S. Boyland St
1127,Kosciuszko St & Nostrand Ave
1128,43 St & Skillman Ave
1129,W 22 St & 8 Ave
1130,W 51 St & 6 Ave
1131,Congress St & Hicks St
1132,E 12 St & Ave C
1133,Ditmars Blvd & 48 St
1134,Cypress Ave & Palmetto St
1135,Menahan St & Seneca Ave
1136,W 78 St & Broadway
1137,W 49 St & 8 Ave
1138,New York Ave & Lenox Rd
1139,Davis St & Jackson Ave
1140,103 St & 41 Ave
1141,Montgomery St & Franklin Ave
1142,Amsterdam Ave & W 136 St
1143,Ave D & E 8 St
1144,65 Ln & Metropolitan Ave
1145,Verona Pl & Fulton St
1146,Melrose St & Broadway
1147,E 68 St & 3 Ave
1148,47 Ave & 31 St
1149,Ash St & Manhattan Ave
1150,Crotona Ave & Crotona Park N
1151,W 37 St & 10 Ave
1152,36 St & Queens Blvd
1153,Sullivan St & Washington Sq
1154,St Nicholas Ave & W 157 St
1155,3 Ave & 17 St
1156,10 St & 7 Ave
1157,Cadman Plaza E & Red Cross Pl
1158,7 Ave & 20 St
1159,George St & Wilson Ave
1160,Madison St & Forest Ave
1161,Roebling St & N 4 St
1162,Bridge St & Water St
1163,34th Ave & Vernon Blvd
1164,Willoughby Ave & Tompkins Ave
1165,Bayard St & Baxter St
1166,E 53 St & 3 Ave
1167,N Portland Ave & Flushing Ave
1168,E 182 St & Belmont Ave
1169,St Ann's Ave & E 144 St
1170,Walton Ave & E 176 St
1171,Broadway & W 192 St
1172,W 204 St & Vermilyea Ave
1173,Christopher St & Greenwich St
1174,Van Brunt St & Van Dyke St
1175,Bridge St & York St
1176,Westchester Ave & Jackson Ave
1177,Fairmount Pl & Prospect Ave
1178,Westchester Ave & E 156 St
1179,Dyckman St & 10 Ave
1180,Court St & State St
1181,Broadway & W 61 St
1182,46 St & Queens Blvd
1183,Underhill Ave & Pacific St
1184,W 59 St & 10 Ave
1185,Park Pl & Utica Ave
1186,Clinton St & Joralemon St
1187,3 Ave & E 170 St
1188,Caton Ave & St. Pauls Pl
1189,Market St & Henry St
1190,Riverside Dr & W 82 St
1191,Eames Pl & Claflin Ave
1192,Spring St & Hudson St
1193,46 Ave & 5 St
1194,Broadway & W 53 St
1195,Broadway & W 138 St
1196,Albany Ave & Park Pl
1197,Lafayette Ave & Hunts Point Ave
1198,New York Ave & Montgomery St
1199,Alexander Ave & E 134 St
1200,57 St & 37 Ave
1201,E 48 St & 3 Ave
1202,E 20 St & FDR Dr
1203,Southern Blvd & E 149 St
1204,Commerce St & Van Brunt St
1205,Flatbush Ave & Lincoln Rd
1206,E 4 St & Ave B
1207,University Pl & E 8 St
1208,N 7 St & Driggs Ave
1209,Washington Ave & E 163 St
1210,Clinton Ave & Flushing Ave
1211,E 72 St & Park Ave
1212,Clinton St & 4 Place
1213,Tiebout Ave & E Fordham Rd
1214,Sedgwick Ave & W Tremont Ave
1215,Grand Ave & Bergen St
1216,Broadway & E 21 St
1217,Sterling Pl & Schenectady Ave
1218,Eastern Pkwy & Kingston Ave
1219,31 St & Thomson Ave
1220,Skillman Ave & 43 Ave
1221,Tompkins Ave & Hopkins St
1222,60 St & 60 Rd
1223,Graham Ave & Grand St
1224,Central Park S & 6 Ave
1225,West St & Chambers St
1226,Bushwick Ave & Powers St
1227,Crescent St & 35 Ave
1228,Great Jones St
1229,Longfellow Ave & E 165 St
1230,W 41 St & 8 Ave
1231,Lefferts Ave & Albany Ave
1232,Central Park West & W 68 St
1233,E 81 St & Park Ave
1234,Madison Ave & E 82 St
1235,President St & Henry St
1236,Columbus Ave & W 95 St
1237,MacDougal St & Prince St
1238,Kent Ave & Grand St
1239,Lafayette Ave & St James Pl
1240,MacDonough St & Malcolm X Blvd
1241,Franklin Ave & St Marks Ave
1242,Harrison St & Hudson St
1243,6 St & 7 Ave
1244,W 67 St & Broadway
1245,E 22 St & 2 Ave
1246,E 106 St & Lexington Ave
1247,11 Ave & W 27 St
1248,E 55 St & 2 Ave
1249,Cortelyou Rd & E 19 St
1250,W 146 St & Broadway
1251,Sterling Pl & 5 Ave
1252,50 St & Northern Blvd
1253,Fort Hamilton Pkwy & E 2 St
1254,Metropolitan Ave & Bedford Ave
1255,Schermerhorn St & Hoyt St
1256,E 170 St & Sheridan Ave
1257,35 St & 34 Ave
1258,Central Park West & W 72 St
1259,Gansevoort St & Hudson St
1260,21 St & Queens Plaza North
1261,W 181 St & Riverside Dr
1262,Dean St & Franklin Ave
1263,McKibbin St & Manhattan Ave
1264,E 84 St & Park Ave
1265,Lincoln Pl & Classon Ave
1266,Morris Ave & E 163 St
1267,St Ann's Ave & Westchester Ave
1268,11 Ave & Prospect Ave
1269,31 St & Newtown Ave
1270,DeKalb Ave & S Portland Ave
1271,Adelphi St & Myrtle Ave
1272,Boston Rd & Prospect Ave
1273,31 Ave & Crescent St
1274,3 St & Prospect Park West
1275,E 53 St & Lexington Ave
1276,5 Ave & E 78 St
1277,E 2 St & Ave C
1278,Hancock St & Bedford Ave
1279,W 50 St & 9 Ave
1280,Lewis Ave & Greene Ave
1281,E 5 St & Ave A
1282,W 70 St & Amsterdam Ave
1283,6 Ave & W 33 St
1284,Plaza Dr & W 170 St
1285,E 102 St & 1 Ave
1286,3 Ave & Schermerhorn St
1287,Vesey St & Church St
1288,Crotona Ave & E 179 St
1289,Crescent Ave & Belmont Ave
1290,E 7 St & Ave B
1291,South Railroad Ave & Broadway
1292,Montrose Ave & Bushwick Ave
1293,Center Blvd & 51 Ave
1294,W 20 St & 5 Ave
1295,Emerson Pl & Myrtle Ave
1296,Brevoort Pl & Bedford Ave
1297,MacDougal St & Washington Sq
1298,E 53 St & Madison Ave
1299,W 74 St & Columbus Ave
1300,Milton St & Franklin St
1301,Riverside Blvd & W 67 St
1302,44 Dr & Jackson Ave
1303,Madison Ave & E 26 St
1304,Gramercy Park N & Gramercy Park E
1305,79 St & 37 Ave
1306,Crescent St & 30 Ave
1307,Forsyth St & Broome St
1308,5 St & 51 Ave
1309,Putnam Ave & Ralph Ave
1310,Bailey Ave & W 238 St
1311,Vernon Blvd & 50 Ave
1312,5 Ave & E 103 St
1313,40 St & Queens Blvd
1314,Amsterdam Ave & W 156 St
1315,Putnam Ave & Throop Ave
1316,Crotona Pkwy & Bronx Park S
1317,1 Ave & E 18 St
1318,Riverside Dr & Broadway
1319,E 16 St & Irving Pl
1320,12 Ave & W 40 St
1321,Court St & Nelson St
1322,Clinton Ave & Myrtle Ave
1323,S 5 Pl & S 5 St
1324,Division Ave & Hooper St
1325,7 Ave & 17 St
1326,28 St & 36 Ave
1327,76 St & 45 Ave
1328,W 54 St & 11 Ave
1329,W 106 St & Central Park West
1330,E 165 St & Jerome Ave
1331,Parkside Ave & Flatbush Ave
1332,57 St & 1 Ave
1333,Cooper Square & Astor Pl
1334,Henry St & Bay St
1335,Jackson Ave & 46 Rd
1336,E 102 St & Park Ave
1337,Warren St & Roosevelt Ave
1338,21 St & 4 Ave
1339,Berkeley Pl & 6 Ave
1340,Lispenard St & Broadway
1341,Albany St & Greenwich St
1342,Liberty St & Nassau St
1343,24 St & 38 Ave
1344,Brooklyn Ave & Prospect Pl
1345,Vernon Blvd & 10 St
1346,Metropolitan Ave & Meeker Ave
1347,Washington St & Gansevoort St
1348,58 St & 32 Ave
1349,E 1 St & 1 Ave
1350,Taylor St & Bedford Ave
1351,E 88 St & Park Ave
1352,W Broadway & W Houston St
1353,Center Blvd & 48 Ave
1354,Smith St & 9 St
1355,Lorimer St & Calyer St
1356,Flushing Ave & Vanderbilt Ave
1357,Willoughby Ave & Walworth St
1358,Lawrence St & Willoughby St
1359,E 141 St & Jackson Ave
1360,Central Ave & Starr St
1361,Driggs Ave & Lorimer St
1362,Devoe St & Morgan Ave
1363,Grand Ave & 55 St
1364,10 Ave & W 28 St
1365,Westchester Ave & Southern Blvd
1366,Division Ave & Marcy Ave
1367,17 St & 5 Ave
1368,Union St & Bedford Ave
1369,E 171 St & Webster Ave
1370,19 St & 8 Ave
1371,12 Ave & W 125 St
1372,E 17 St & Beverley Rd
1373,87 St & Roosevelt Ave
1374,104 St & 38 Ave
1375,Myrtle Ave & Fleet Pl
1376,1 Ave & E 68 St
1377,E 13 St & Ave A
1378,44 St & 48 Ave
1379,Degraw St & Hoyt St
1380,2 Ave & E 31 St
1381,Newton Rd & 44 St
1382,Brook Ave & E 141 St
1383,E 58 St & 1 Ave (NE Corner)
1384,Jackson Mill Rd & 24 Ave
1385,Margaret Corbin Plz & Ft Washington Ave
1386,Beverley Rd & Flatbush Ave
1387,Maple St & New York Ave
1388,E 174 St & Walton Ave
1389,Henry St & Degraw St
1390,King St & Varick St
1391,St James Pl & Oliver St
1392,8 Ave & W 49 St
1393,S 4 St & Wythe Ave
1394,Cortelyou Rd & Stratford Rd
1395,23 Ave & 31 St
1396,Union Ave & Jackson St
1397,N 12 St & Bedford Ave
1398,Ogden Ave & W 165 St
1399,E 4 St & 2 Ave
1400,Eastern Pkwy & Franklin Ave (NE Corner)
1401,W 18 St & 6 Ave
1402,Halsey St & Broadway
1403,Skillman Ave & 54 St
1404,Amsterdam Ave & W 180 St
1405,Degraw St & 3 Ave
1406,University Pl & E 14 St
1407,Old Fulton St
1408,Marcy Ave & Lafayette Ave
1409,3 Ave & E 62 St
1410,E 72 St & York Ave
1411,6 Ave & 21 St
1412,E 51 St & 1 Ave
1413,Marcy Ave & Gates Ave
1414,Morris Ave & McClellan St
1415,Macon St & Nostrand Ave
1416,Isham St & Broadway
1417,Giles Pl & Fort Independence St
1418,Greenwich Ave & 8 Ave
1419,34 Ave & 45 St
1420,Orchard St & Grand St
1421,E 58 St & 1 Ave (NW Corner)
1422,Newtown Ave & 23 St
1423,Bergen St & Kingston Ave
1424,Berry St & N 8 St
1425,34 St & 38 Ave
1426,Broadway & 49 St
1427,Broadway & Madison St
1428,Allen St & Stanton St
1429,6 Ave & Broome St
1430,Wythe Ave & N 13 St
1431,W 84 St & Amsterdam Ave
1432,Fulton St & Waverly Ave
1433,Carlton Ave & Dean St
1434,31 Ave & 30 St
1435,Broadway & W 122 St
1436,32 Ave & 84 St
1437,Grand Concourse & E 197 St
1438,E 165 St & Clay Ave
1439,11 Ave & W 59 St
1440,Sterling Pl & Classon Ave
1441,46 Rd & 11 St
1442,Fort Hamilton Pkwy & E 5 St
1443,8 Ave & W 27 St
1444,Lafayette St & Jersey St
1445,Central Park W & W 103 St
1446,Plaza St East & Flatbush Ave
1447,9 Ave & W 39 St
1448,E 11 St & 1 Ave
1449,Richardson St & N Henry St
1450,Ave A & E 14 St
1451,Bergen St & Smith St
1452,Lafayette Ave & Ft Greene Pl
1453,E 7 St & Ave C
1454,Carroll St & Smith St
1455,Pulaski St & Marcus Garvey Blvd
1456,Brooklyn Ave & Lefferts Ave
1457,Riverside Dr & W 145 St
1458,104 St & Northern Blvd
1459,W 186 St & St Nicholas Ave
1460,Fort Washington Ave & W 190 St
1461,Woodhaven Blvd & Hoffman Dr
1462,34 Ave & 38 St
1463,Central Park W & W 91 St
1464,Central Park West & W 76 St
1465,Motorgate
1466,8 St & Astoria Blvd
1467,Union Ave & N 12 St
1468,Franklin St & W Broadway
1469,McGuinness Blvd & Eagle St
1470,W 120 St & Claremont Ave
1471,9 Ave & W 18 St
1472,Cambridge Pl & Gates Ave
1473,S Portland Ave & Hanson Pl
1474,8 Ave & W 52 St
1475,Broadway & W 153 St
1476,Broadway & W 56 St
1477,W 106 St & Amsterdam Ave
1478,Wadsworth Ave & W 179 St
1479,W 51 St & Rockefeller Plaza
1480,8 Ave & W 16 St
1481,Skillman Ave & Honeywell St
1482,21 St & 31 Dr
1483,1 Ave & E 16 St
1484,E 158 St & Melrose Ave
1485,5 Ave & 41 St
1486,St Johns Pl & Utica Ave
1487,78 St & Northern Blvd
1488,Bushwick Ave & McKibbin St
1489,Carlton Ave & Flushing Ave
1490,Norman Ave & Leonard St
1491,W 145 St & Amsterdam Ave
1492,Elmhurst Ave & Roosevelt Ave
1493,E 33 St & 1 Ave
1494,Bergen St & Flatbush Ave
1495,E 84 St & 1 Ave
1496,45 Ave & 21 St
1497,Hamilton Pl & W 140 St
1498,Chauncey St & Stuyvesant Ave
1499,W 4 St & 7 Ave S
1500,44 Dr & 21 St
1501,35 Ave & 10 St
1502,Bedford Ave & Bergen St
1503,Grand St & Greene St
1504,Broadway & W 36 St
1505,Concourse Village East & E 158 St
1506,W 44 St & 11 Ave
1507,9 Ave & W 45 St
1508,Bond St & Bergen St
1509,Lexington Ave & Classon Ave
1510,Carlton Ave & Greene Ave
1511,21 St & 43 Ave
1512,Vesey Pl & River Terrace
1513,Carroll St & 6 Ave
1514,Frederick Douglass Blvd & W 129 St
1515,Lenox Ave & W 115 St
1516,E 77 St & 3 Ave
1517,Banker St & Meserole Ave
1518,Broadway & W 58 St
1519,University Ave & Brandt Pl
1520,W 56 St & 10 Ave
1521,10 St & 5 Ave
1522,Perry St & Greenwich Ave
1523,W 37 St & 5 Ave
1524,Frederick Douglass Blvd & W 112 St
1525,W 90 St & Amsterdam Ave
1526,Nostrand Ave & Rutland Rd
1527,Convent Ave & W 135 St
1528,N 5 St & Northside Piers
1529,Edgecombe Ave & W 145 St
1530,E 32 St & Park Ave
1531,51 Ave & Corona Ave
1532,Columbia St & Degraw St
1533,Boerum St & Broadway
1534,39 St & Queens Blvd
1535,Clermont Ave & Lafayette Ave
1536,President St & 4 Ave
1537,Prospect Pl & Nostrand Ave
1538,36 St & 3 Ave
1539,Greenwich St & W Houston St
1540,W 64 St & Thelonious Monk Circle
1541,Washington Ave & Park Pl
1542,W 163 St & Edgecombe Ave
1543,Little West St & 1 Pl
1544,W 42 St & 6 Ave
1545,Broadway & W 220 St
1546,Grand Concourse & E Mount Eden Ave
1547,Greenwood Ave & E 4 St
1548,Cherry St
1549,Crotona Park North & Prospect Ave
1550,Featherbed Ln & Nelson Ave
1551,Fulton St & Utica Ave
1552,W 20 St & 7 Ave
1553,Morgan Ave & Lombardy St
1554,Rivington St & Chrystie St
1555,Dwight St & Van Dyke St
1556,Amsterdam Ave & W 186 St
1557,Cedar St & Evergreen Ave
1558,Amory Ct & Metropolitan Ave
1559,Greenwich St & Rector St
1560,Hudson St & W 13 St
1561,Driggs Ave & N Henry St
1562,Mets Plaza at Citi Field
1563,Fulton St & Williams Ave
1564,50 St & 7 Ave
1565,Jerome Ave & E 164 St
1566,21 St & 36 Ave
1567,E 21 St & Church Ave
1568,Hunts Point Ave & Bryant Ave
1569,Wallabout St & Kent Ave
1570,Winthrop St & Schenectady Ave
1571,4 Ave & Shore Road Dr
1572,Barrow St & Hudson St
1573,5 Ave & E 30 St
1574,Schenectady Ave & Pacific St
1575,3 Ave & E 72 St
1576,Murray St & West St
1577,Astoria Park S & Shore Blvd
1578,38 Ave & 29 St
1579,Broadway & W 48 St
1580,3 St & 3 Ave
1581,Van Dam St & Greenpoint Ave
1582,Waldron St & 108 St
1583,W 144 St & Adam Clayton Powell Blvd
1584,Westchester Ave & Longwood Ave
1585,W 107 St & Columbus Ave
1586,Nostrand Ave & Flushing Ave
1587,5 Ave & E 87 St
1588,Sterling Pl & Bedford Ave
1589,10 Ave & W 202 St
1590,Marcy Ave & Lynch St
1591,Buffalo Ave & E New York Ave
1592,7 Ave & 41 St
1593,Willis Ave & E 143 St
1594,Goble Pl & Macombs Rd
1595,Schermerhorn St & Court St
1596,Grand Concourse & E 167 St
1597,Bedford Ave & Fenimore St
1598,E 56 St & Madison Ave
1599,2 Ave & E 72 St
1600,E 179 St & Southern Blvd
1601,Sterling St & Nostrand Ave
1602,E 81 St & York Ave
1603,E 156 St & Brook Ave
1604,W 192 St & University Ave
1605,3 Ave & E 163 St
1606,McKibbin St & Bogart St
1607,E 93 St & 2 Ave
1608,South St & Broad St
1609,Bank St & Hudson St
1610,Parkside Ave & Ocean Ave
1611,E 167 St & Clay Ave
1612,39 St & 50 Ave
1613,Sterling Pl & Franklin Ave
1614,William St & Pine St
1615,W 110 St & Amsterdam Ave
1616,Bedford Ave & Montgomery St
1617,South St & Pike St
1618,E 31 St & 3 Ave
1619,10 Ave & W 207 St
1620,Broadway & W 51 St
1621,47 Ave & Skillman Ave
1622,Old Slip & South St
1623,W 35 St & 8 Ave
1624,Broadway & E 14 St
1625,7 Ave & Central Park South
1626,St Nicholas Ave & Manhattan Ave
1627,Bushwick Ave & Forrest St
1628,24 St & 41 Ave
1629,Schenectady Ave & Prospect Pl
1630,Central Ave & Covert St
1631,75 St & 35 Ave
1632,Freeman St & Southern Blvd
1633,90 St & 51 Ave
1634,Lefferts Pl & Franklin Ave
1635,Lewis Ave & Madison St
1636,E 5 St & Cooper Sq
1637,30 Ave & 70 St
1638,W 13 St & 7 Ave
1639,Sunken Meadow Comfort Station
1640,Prospect Ave & E 167 St
1641,71 St & 32 Ave
1642,W 111 St & 5 Ave
1643,Broadway & W 41 St
1644,W 135 St & Lenox Terrace Pl
1645,102 St & 34 Ave
1646,Grand St & Samuel Dickstein Plaza
1647,Adam Clayton Powell Blvd & W 151 St
1648,Longfellow Ave & Aldus St
1649,Lenox Ave & W 111 St
1650,23 St & 3 Ave
1651,Cauldwell Ave & E 161 St
1652,Stuyvesant Walk & 1 Ave Loop
1653,W 53 St & 10 Ave
1654,N 9 St & Wythe Ave
1655,West St & Liberty St
1656,6 Ave & Walker St
1657,E 6 St & 2 Ave
1658,Jay St & Tech Pl
1659,Morton St & Washington St
1660,E 181 St & Bathgate Ave
1661,E 16 St & Cortelyou Rd
1662,93 St & Northern Blvd
1663,Bailey Ave & W 234 St
1664,Valentine Ave & E 181 St
1665,104 St & 32 Ave
1666,E 180 St & Prospect Ave
1667,Boone Ave & E 172 St
1668,E 5 St & Ave C
1669,Boston Rd & E 167 St
1670,2 Ave & E 122 St
1671,Greenpoint Ave & 47 St
1672,Wythe Ave & Metropolitan Ave
1673,Kingsland Ave & Nassau Ave
1674,Howard St & Lafayette St
1675,Hancock St & Malcolm X Blvd
1676,Winthrop St & Nostrand Ave
1677,32 Ave & 75 St
1678,W 165 St & Fort Washington Ave
1679,St Nicholas Ave & W 150 St
1680,Menahan St & Central Ave
1681,60 Ave & Junction Blvd
1682,E 157 St & River Ave
1683,Albany Ave & Fulton St
1684,81 St & 35 Ave
1685,1 Ave & E 118 St
1686,E 27 St & Park Ave S
1687,E 163 St & Tiffany St
1688,Forsyth St & Canal St
1689,Kosciuszko St & Tompkins Ave
1690,Pacific St & Nostrand Ave
1691,Irving Ave & DeKalb Ave
1692,Johnson St & Gold St
1693,W 168 St & Ft Washington Ave
1694,Broadway & Kosciuszko St
1695,Knickerbocker Ave & George St
1696,Wyckoff St & 3 Ave
1697,Willis Ave & E 137 St
1698,28 Ave & 35 St
1699,Pacific St & Classon Ave
1700,56 Ave & Junction Blvd
1701,Amsterdam Ave & W 73 St
1702,Pearl St & Whitehall St
1703,Lexington Ave & E 29 St
1704,3 St & Hoyt St
1705,Courtlandt Ave & E 149 St
1706,Fort Washington Ave & W 183 St
1707,24 Ave & 26 St
1708,Prospect Pl & Howard Ave
1709,Sheridan Ave & E 172 St
1710,36 St & 4 Ave
1711,3 Ave & 14 St
1712,Prospect Park SW & Greenwood Ave
1713,E 138 St & Cypress Ave
1714,Bergen St & 4 Ave
1715,Pacific St & Utica Ave
1716,W 92 St & Broadway
1717,E 85 St & York Ave
1718,Eastern Pkwy & Rochester Ave
1719,Driggs Ave & N 9 St
1720,33 St & 47 Ave
1721,Macombs Pl & W 152 St
1722,6 Ave & 12 St
1723,W 50 St & 10 Ave
1724,South St & Gouverneur Ln
1725,Bushwick Ave & Harman St
1726,Southern Blvd & Tiffany St
1727,Jefferson St & Cypress Ave
1728,3 Ave & E 109 St
1729,Webster Ave & E 166 St
1730,Park Ave & E 179 St
1731,Halsey St & Ralph Ave
1732,Engert Ave & McGuinness Blvd
1733,50 St & Barnett Ave
1734,W 36 St & 7 Ave
1735,W 190 St & St Nicholas Ave
1736,W 34 St & 11 Ave
1737,Bronx Shore Comfort Station
1738,E 60 St & York Ave
1739,Menahan St & Onderdonk Ave
1740,28 Ave & 44 St
1741,Bedford Ave & Maple St
1742,S 2 St & Kent Ave
1743,Clarkson Ave & Nostrand Ave
1744,57 St & 43 Ave
1745,Grove St & Broadway
1746,38 St & Northern Blvd
1747,E 165 St & Fox St
1748,St Marks Ave & Ralph Ave
1749,Wyckoff Ave & Jefferson St
1750,Monroe St & Tompkins Ave
1751,21 Ave & Shore Blvd
1752,Delancey St & Eldridge St
1753,23 Rd & 31 St
1754,4 Ave & E 12 St
1755,Greene Ave & Grandview Ave
1756,Myrtle Ave & 65 St
1757,Broadway & Ellwood St
1758,Brooklyn Ave & Dean St
1759,W 47 St & 10 Ave
1760,Pier 61 at Chelsea Piers
1761,18 St & 27 Ave
1762,Broadway & Van Cortlandt Park S
1763,Prospect Park SW & 10 Ave
1764,30 Ave & 96 St
1765,Broadway & W 37 St
1766,41 Ave & 77 St
1767,96 St & Northern Blvd
